replica,gen,avg_fit,max_fit,normal_fit,zombie_fit,normal_n,zombie_n,normal_alive,zombie_alive,avg_gap,avg_viability
1,1,0.562995,2.542752,0.534073,0.606377,72,48,69,44,0.537063,0.285553
1,2,0.542117,2.348695,0.574525,0.489983,74,46,73,45,0.555040,0.312196
1,3,0.590813,1.970225,0.610229,0.529889,91,29,89,27,0.685703,0.299198
1,4,0.653818,2.461334,0.676628,0.557617,97,23,90,21,0.737492,0.264061
1,5,0.729474,2.409104,0.760372,0.495527,106,14,99,14,0.815467,0.236886
1,6,0.865723,2.606311,0.872801,0.589680,117,3,112,3,0.902575,0.209409
1,7,0.971524,3.157573,0.974790,0.582806,119,1,108,1,0.930665,0.146929
1,8,1.087096,2.665251,1.095405,0.596838,118,2,116,2,0.921748,0.187994
1,9,0.982663,2.460211,0.981417,1.131029,119,1,88,1,0.930067,0.122139
1,10,0.981055,3.083866,0.981055,0.000000,120,0,114,0,0.944531,0.165885
1,11,1.125953,2.805023,1.125953,0.000000,120,0,114,0,0.943382,0.169494
1,12,1.148729,3.108164,1.148729,0.000000,120,0,115,0,0.960482,0.109919
1,13,1.180699,3.092235,1.180699,0.000000,120,0,119,0,0.964438,0.116986
1,14,1.132340,3.013873,1.132340,0.000000,120,0,113,0,0.969711,0.110360
1,15,1.379803,3.431037,1.379803,0.000000,120,0,119,0,0.969798,0.077204
1,16,1.370450,3.396230,1.370450,0.000000,120,0,116,0,0.974945,0.096419
1,17,1.586329,3.419173,1.586329,0.000000,120,0,119,0,0.979835,0.068799
1,18,1.392348,3.057349,1.392348,0.000000,120,0,112,0,0.981537,0.051705
1,19,1.664736,3.600698,1.664736,0.000000,120,0,115,0,0.987933,0.039197
1,20,1.310990,3.202030,1.310990,0.000000,120,0,118,0,0.990250,0.057980
1,21,1.680808,3.556795,1.680808,0.000000,120,0,117,0,0.991626,0.021020
1,22,1.572960,3.356571,1.572960,0.000000,120,0,120,0,0.992094,0.044804
1,23,1.649360,3.485940,1.649360,0.000000,120,0,114,0,0.992887,0.025779
1,24,1.364819,3.250000,1.364819,0.000000,120,0,115,0,0.994342,0.023585
1,25,1.631255,3.543158,1.631255,0.000000,120,0,116,0,0.994863,0.024009
1,26,1.333455,3.434489,1.333455,0.000000,120,0,111,0,0.994482,0.013106
1,27,1.578248,3.556489,1.578248,0.000000,120,0,117,0,0.994975,0.020384
1,28,1.149410,3.564542,1.149410,0.000000,120,0,115,0,0.995475,0.010256
1,29,1.176053,3.410902,1.176053,0.000000,120,0,110,0,0.996065,0.005047
1,30,1.232560,3.202411,1.232560,0.000000,120,0,111,0,0.996233,0.005063
1,31,1.533001,3.653082,1.533001,0.000000,120,0,115,0,0.997358,0.008864
1,32,1.738772,3.515284,1.738772,0.000000,120,0,114,0,0.997845,0.004336
1,33,1.546658,3.579883,1.546658,0.000000,120,0,117,0,0.998850,0.001564
1,34,1.484095,3.214093,1.484095,0.000000,120,0,108,0,0.999423,0.000797
1,35,1.408529,3.584142,1.408529,0.000000,120,0,115,0,0.998950,0.000521
1,36,1.482861,3.584075,1.482861,0.000000,120,0,113,0,0.998581,0.000223
1,37,1.593650,3.431180,1.593650,0.000000,120,0,118,0,0.998439,0.000257
1,38,1.191503,3.202918,1.191503,0.000000,120,0,91,0,0.997268,0.000296
1,39,1.260558,3.435733,1.260558,0.000000,120,0,114,0,0.999296,0.000206
1,40,1.432005,3.360221,1.432005,0.000000,120,0,113,0,0.999352,0.000146
1,41,1.665676,4.882634,1.665676,0.000000,120,0,115,0,0.999604,0.000225
1,42,1.679318,3.500063,1.679318,0.000000,120,0,115,0,0.999806,0.000058
1,43,1.685649,3.577004,1.685649,0.000000,120,0,118,0,0.999617,0.000077
1,44,1.392614,3.566540,1.392614,0.000000,120,0,99,0,0.999968,0.000068
1,45,1.757181,3.438676,1.757181,0.000000,120,0,117,0,0.999970,0.000082
1,46,1.655275,3.546797,1.655275,0.000000,120,0,118,0,1.000000,0.000074
1,47,1.070061,3.210873,1.070061,0.000000,120,0,101,0,0.999951,0.000046
1,48,1.354321,3.446091,1.354321,0.000000,120,0,109,0,1.000000,0.000060
1,49,1.389458,3.276026,1.389458,0.000000,120,0,119,0,0.999980,0.000020
1,50,1.084634,3.289552,1.084634,0.000000,120,0,100,0,0.999830,0.000031
1,51,1.030553,3.328150,1.030553,0.000000,120,0,116,0,0.999710,0.000040
1,52,1.251504,3.348009,1.251504,0.000000,120,0,100,0,1.000000,0.000014
1,53,1.298230,3.339519,1.298230,0.000000,120,0,107,0,1.000000,0.000007
1,54,1.203628,3.324075,1.203628,0.000000,120,0,119,0,0.999927,0.000007
1,55,1.149011,3.490478,1.149011,0.000000,120,0,106,0,0.999948,0.000004
1,56,1.132982,3.396744,1.132982,0.000000,120,0,116,0,1.000000,0.000014
1,57,1.513174,4.916206,1.513174,0.000000,120,0,120,0,1.000000,0.000005
1,58,1.400442,3.479067,1.400442,0.000000,120,0,113,0,1.000000,0.000005
1,59,1.422582,3.439711,1.422582,0.000000,120,0,119,0,1.000000,0.000005
1,60,1.253708,3.510922,1.253708,0.000000,120,0,113,0,1.000000,0.000002
1,61,1.264729,3.227477,1.264729,0.000000,120,0,116,0,1.000000,0.000002
1,62,1.477545,3.459989,1.477545,0.000000,120,0,114,0,1.000000,0.000004
1,63,1.365497,3.436044,1.365497,0.000000,120,0,115,0,1.000000,0.000001
1,64,1.646079,3.583203,1.646079,0.000000,120,0,118,0,1.000000,0.000002
1,65,1.424448,3.600072,1.424448,0.000000,120,0,118,0,1.000000,0.000001
1,66,1.356413,3.422916,1.356413,0.000000,120,0,119,0,1.000000,0.000001
1,67,1.312324,3.442357,1.312324,0.000000,120,0,103,0,1.000000,0.000001
1,68,1.092411,2.945007,1.092411,0.000000,120,0,109,0,1.000000,0.000001
1,69,1.568237,3.213599,1.568237,0.000000,120,0,117,0,1.000000,0.000001
2,0,0.502604,1.389993,0.504625,0.499869,69,51,66,50,0.512105,0.314319
2,1,0.549149,1.795599,0.589905,0.500982,65,55,64,52,0.484139,0.315095
2,2,0.601617,1.984605,0.609677,0.584223,82,38,81,38,0.608597,0.286247
2,3,0.669969,1.889587,0.684491,0.611882,96,24,95,24,0.723375,0.245785
2,4,0.726594,3.003473,0.745431,0.626457,101,19,101,18,0.755868,0.227016
2,5,0.753083,2.480224,0.751558,0.788163,115,5,114,5,0.878871,0.197811
2,6,0.803514,3.098271,0.794954,1.137343,117,3,117,3,0.889038,0.166533
2,7,0.845815,2.425343,0.844242,0.871197,113,7,113,7,0.861203,0.174546
2,8,0.846859,1.918081,0.855806,0.736515,111,9,111,9,0.855305,0.121980
2,9,0.761490,1.562109,0.762219,0.674722,119,1,119,1,0.913466,0.150818
2,10,0.868001,2.248859,0.868001,0.000000,120,0,119,0,0.938141,0.125503
2,11,0.839030,2.876156,0.839030,0.000000,120,0,120,0,0.941094,0.125100
2,12,0.889152,2.663019,0.889152,0.000000,120,0,120,0,0.938585,0.108996
2,13,1.060715,2.859711,1.060715,0.000000,120,0,120,0,0.945874,0.104628
2,14,0.869057,1.663177,0.869057,0.000000,120,0,120,0,0.943117,0.121265
2,15,0.934526,1.804818,0.934526,0.000000,120,0,119,0,0.933225,0.087752
2,16,1.159200,2.988918,1.159200,0.000000,120,0,120,0,0.952876,0.055386
2,17,1.323280,2.953943,1.323280,0.000000,120,0,120,0,0.953948,0.039076
2,18,1.208902,3.003546,1.208902,0.000000,120,0,120,0,0.955839,0.032746
2,19,1.090243,2.482148,1.090243,0.000000,120,0,119,0,0.957891,0.045450
2,20,1.114094,2.615654,1.114094,0.000000,120,0,120,0,0.966183,0.030068
2,21,0.962001,2.451037,0.962001,0.000000,120,0,118,0,0.966069,0.080917
2,22,1.039666,2.602698,1.039666,0.000000,120,0,119,0,0.974823,0.044633
2,23,0.967062,3.207381,0.967062,0.000000,120,0,119,0,0.976666,0.064429
2,24,1.214713,3.061114,1.214713,0.000000,120,0,117,0,0.983604,0.026620
2,25,1.327324,3.340194,1.327324,0.000000,120,0,119,0,0.983839,0.038421
2,26,1.180411,3.456125,1.180411,0.000000,120,0,120,0,0.989550,0.021938
2,27,1.403852,3.065870,1.403852,0.000000,120,0,120,0,0.994118,0.022810
2,28,1.177822,2.746191,1.177822,0.000000,120,0,119,0,0.993725,0.020331
2,29,0.992898,2.886464,0.992898,0.000000,120,0,119,0,0.995023,0.027748
2,30,0.835731,2.121628,0.835731,0.000000,120,0,115,0,0.996488,0.020400
2,31,1.011138,2.822874,1.011138,0.000000,120,0,119,0,0.996213,0.008061
2,32,1.051139,3.598586,1.051139,0.000000,120,0,120,0,0.998706,0.005017
2,33,1.320729,3.348918,1.320729,0.000000,120,0,120,0,0.997436,0.004980
2,34,1.243666,3.990868,1.243666,0.000000,120,0,120,0,0.997820,0.003344
2,35,1.151368,3.555473,1.151368,0.000000,120,0,118,0,0.998246,0.003308
2,36,1.063447,2.623660,1.063447,0.000000,120,0,118,0,0.999307,0.001626
2,37,1.270541,3.218622,1.270541,0.000000,120,0,117,0,0.997804,0.000978
2,38,1.244228,3.368955,1.244228,0.000000,120,0,120,0,0.998330,0.000725
2,39,0.906805,2.685429,0.906805,0.000000,120,0,116,0,0.999612,0.000560
2,40,1.296148,3.281431,1.296148,0.000000,120,0,119,0,0.999738,0.000595
2,41,1.416650,3.372088,1.416650,0.000000,120,0,120,0,0.999648,0.000576
2,42,1.242395,2.895566,1.242395,0.000000,120,0,117,0,0.999999,0.000249
2,43,1.154910,3.109629,1.154910,0.000000,120,0,120,0,0.999911,0.000256
2,44,1.443012,3.204597,1.443012,0.000000,120,0,120,0,0.999709,0.000097
2,45,1.391728,3.112285,1.391728,0.000000,120,0,120,0,0.999930,0.000111
2,46,1.264884,3.221231,1.264884,0.000000,120,0,119,0,0.999777,0.000085
2,47,1.266705,2.767544,1.266705,0.000000,120,0,118,0,0.998532,0.000101
2,48,1.090466,3.381273,1.090466,0.000000,120,0,118,0,0.999597,0.000148
2,49,1.259007,3.089876,1.259007,0.000000,120,0,118,0,0.999730,0.000057
2,50,1.329017,3.495120,1.329017,0.000000,120,0,119,0,0.999901,0.000036
2,51,1.325727,3.557432,1.325727,0.000000,120,0,120,0,0.999858,0.000042
2,52,1.079991,2.594653,1.079991,0.000000,120,0,110,0,0.999934,0.000028
2,53,1.099774,2.491215,1.099774,0.000000,120,0,119,0,0.999437,0.000023
2,54,1.161599,2.698285,1.161599,0.000000,120,0,120,0,0.999822,0.000030
2,55,1.343480,2.952929,1.343480,0.000000,120,0,117,0,0.999876,0.000020
2,56,1.113423,2.695735,1.113423,0.000000,120,0,117,0,0.999775,0.000020
2,57,1.034222,2.322176,1.034222,0.000000,120,0,105,0,1.000000,0.000028
2,58,1.195612,3.492470,1.195612,0.000000,120,0,117,0,1.000000,0.000012
2,59,1.275499,2.981761,1.275499,0.000000,120,0,120,0,0.999426,0.000009
2,60,1.227837,3.211945,1.227837,0.000000,120,0,119,0,0.999872,0.000010
2,61,1.312864,3.182087,1.312864,0.000000,120,0,119,0,1.000000,0.000009
2,62,1.222135,3.207867,1.222135,0.000000,120,0,119,0,1.000000,0.000008
2,63,1.310415,3.367096,1.310415,0.000000,120,0,120,0,1.000000,0.000009
2,64,1.080662,3.186882,1.080662,0.000000,120,0,119,0,1.000000,0.000005
2,65,1.080890,3.367768,1.080890,0.000000,120,0,119,0,1.000000,0.000002
2,66,1.107894,3.351487,1.107894,0.000000,120,0,118,0,0.999915,0.000003
2,67,1.210485,3.178030,1.210485,0.000000,120,0,120,0,1.000000,0.000002
2,68,1.043723,3.361005,1.043723,0.000000,120,0,113,0,1.000000,0.000002
2,69,1.274234,3.400049,1.274234,0.000000,120,0,120,0,1.000000,0.000001
3,0,0.512125,1.044713,0.504914,0.520094,63,57,62,56,0.467803,0.297995
3,1,0.546410,3.261744,0.508703,0.584117,60,60,58,60,0.448028,0.298643
3,2,0.584090,2.299981,0.533267,0.627094,55,65,54,63,0.415365,0.292534
3,3,0.622570,1.751263,0.549917,0.664633,44,76,41,75,0.331977,0.237538
3,4,0.792516,2.782560,0.599634,0.888957,40,80,40,80,0.301107,0.254529
3,5,0.836587,3.294402,0.606303,0.894158,24,96,24,93,0.181848,0.144062
3,6,1.013195,3.606539,0.695086,1.042115,10,110,10,110,0.073819,0.108011
3,7,0.744943,2.141459,0.591054,0.753042,6,114,6,109,0.045831,0.154731
3,8,1.131021,3.519762,1.074942,1.132459,3,117,3,117,0.022054,0.069836
3,9,0.679404,1.970921,0.672338,0.679524,2,118,2,115,0.015034,0.167146
3,10,0.750925,1.687201,0.754267,0.750868,2,118,2,106,0.014900,0.108199
3,11,1.033614,3.190181,0.647476,1.036858,1,119,1,119,0.007624,0.124785
3,12,0.957856,3.345984,0.000000,0.957856,0,120,0,115,0.000000,0.086455
3,13,1.086564,3.210438,0.000000,1.086564,0,120,0,120,0.000000,0.082882
3,14,1.111034,3.134291,0.000000,1.111034,0,120,0,119,0.000000,0.068216
3,15,0.898503,2.940224,0.000000,0.898503,0,120,0,116,0.000000,0.093581
3,16,1.385564,3.494730,0.000000,1.385564,0,120,0,120,0.000000,0.048842
3,17,1.252031,3.574121,0.000000,1.252031,0,120,0,116,0.000000,0.058043
3,18,1.400272,3.326267,0.000000,1.400272,0,120,0,120,0.000000,0.058233
3,19,1.279880,3.515691,0.000000,1.279880,0,120,0,119,0.000000,0.048519
3,20,1.514831,3.527378,0.000000,1.514831,0,120,0,120,0.000000,0.039427
3,21,1.356744,3.114808,0.000000,1.356744,0,120,0,118,0.000000,0.053597
3,22,1.131693,2.877796,0.000000,1.131693,0,120,0,118,0.000000,0.049035
3,23,1.118606,3.018163,0.000000,1.118606,0,120,0,118,0.000000,0.032593
3,24,1.375601,3.422003,0.000000,1.375601,0,120,0,119,0.000000,0.031860
3,25,1.459562,3.478804,0.000000,1.459562,0,120,0,120,0.000000,0.022538
3,26,1.231800,2.839711,0.000000,1.231800,0,120,0,119,0.000000,0.023473
3,27,1.331804,3.438166,0.000000,1.331804,0,120,0,120,0.000000,0.029648
3,28,1.270819,3.024739,0.000000,1.270819,0,120,0,120,0.000000,0.033484
3,29,1.015730,2.764027,0.000000,1.015730,0,120,0,118,0.000000,0.038053
3,30,1.239246,3.509609,0.000000,1.239246,0,120,0,120,0.000000,0.026629
3,31,1.160308,2.866360,0.000000,1.160308,0,120,0,114,0.000000,0.055641
3,32,1.372198,2.911707,0.000000,1.372198,0,120,0,120,0.000000,0.010632
3,33,1.191189,2.770283,0.000000,1.191189,0,120,0,120,0.000000,0.013747
3,34,0.975745,2.730792,0.000000,0.975745,0,120,0,118,0.000000,0.019560
3,35,1.208773,3.174617,0.000000,1.208773,0,120,0,117,0.000000,0.011425
3,36,1.081770,3.296135,0.000000,1.081770,0,120,0,117,0.000000,0.011978
3,37,1.268783,3.230468,0.000000,1.268783,0,120,0,120,0.000000,0.012267
3,38,1.303831,3.077222,0.000000,1.303831,0,120,0,119,0.000000,0.006989
3,39,1.222202,3.505838,0.000000,1.222202,0,120,0,117,0.000000,0.007012
3,40,1.355686,3.889391,0.000000,1.355686,0,120,0,119,0.000000,0.006408
3,41,1.259870,3.293446,0.000000,1.259870,0,120,0,120,0.000000,0.002950
3,42,1.401467,3.524065,0.000000,1.401467,0,120,0,120,0.000000,0.001119
3,43,1.423843,3.524136,0.000000,1.423843,0,120,0,120,0.000000,0.001655
3,44,1.503730,3.194902,0.000000,1.503730,0,120,0,120,0.000000,0.000958
3,45,1.131923,3.151310,0.000000,1.131923,0,120,0,117,0.000000,0.000898
3,46,1.263923,3.464144,0.000000,1.263923,0,120,0,120,0.000000,0.000220
3,47,1.230312,3.519995,0.000000,1.230312,0,120,0,120,0.000000,0.000171
3,48,1.299815,3.300983,0.000000,1.299815,0,120,0,115,0.000000,0.000199
3,49,1.042350,4.735259,0.000000,1.042350,0,120,0,119,0.000000,0.001033
3,50,1.150620,3.302750,0.000000,1.150620,0,120,0,117,0.000000,0.000101
3,51,1.167479,3.340355,0.000000,1.167479,0,120,0,115,0.000000,0.000063
3,52,1.156389,3.420720,0.000000,1.156389,0,120,0,119,0.000000,0.000061
3,53,1.212668,3.171718,0.000000,1.212668,0,120,0,113,0.000000,0.000057
3,54,0.925635,6.180727,0.000000,0.925635,0,120,0,116,0.000000,0.000093
3,55,1.254436,3.194378,0.000000,1.254436,0,120,0,119,0.000000,0.000020
3,56,1.261056,3.405183,0.000000,1.261056,0,120,0,120,0.000000,0.000016
3,57,1.136654,3.453788,0.000000,1.136654,0,120,0,120,0.000000,0.000025
3,58,1.119935,3.231053,0.000000,1.119935,0,120,0,112,0.000000,0.000015
3,59,1.325989,3.554188,0.000000,1.325989,0,120,0,118,0.000000,0.000042
3,60,1.122864,3.359040,0.000000,1.122864,0,120,0,118,0.000000,0.000007
3,61,1.183103,3.456045,0.000000,1.183103,0,120,0,119,0.000000,0.000006
3,62,1.201690,3.492815,0.000000,1.201690,0,120,0,117,0.000000,0.000016
3,63,0.757253,2.825805,0.000000,0.757253,0,120,0,117,0.000000,0.000011
3,64,1.167414,3.324275,0.000000,1.167414,0,120,0,120,0.000000,0.000003
3,65,0.817028,3.475060,0.000000,0.817028,0,120,0,116,0.000000,0.000002
3,66,0.837589,2.582457,0.000000,0.837589,0,120,0,111,0.000000,0.000003
3,67,1.140539,3.413152,0.000000,1.140539,0,120,0,120,0.000000,0.000001
3,68,1.193450,3.560161,0.000000,1.193450,0,120,0,113,0.000000,0.000001
3,69,1.495387,3.583616,0.000000,1.495387,0,120,0,118,0.000000,0.000000
4,0,0.518911,1.057778,0.533676,0.504630,59,61,59,58,0.435368,0.327143
4,1,0.562114,2.426923,0.583427,0.537757,64,56,64,55,0.477195,0.316061
4,2,0.558053,1.211075,0.553978,0.565620,78,42,76,40,0.584479,0.290040
4,3,0.562626,1.676320,0.553996,0.577011,75,45,70,45,0.567739,0.277215
4,4,0.591568,1.740480,0.616155,0.569322,57,63,54,61,0.430828,0.273055
4,5,0.592630,1.567345,0.594882,0.590660,56,64,47,60,0.425895,0.206435
4,6,0.652902,1.502087,0.681858,0.622965,61,59,60,59,0.472831,0.222225
4,7,0.716110,1.992003,0.740712,0.686041,66,54,65,53,0.511218,0.196823
4,8,0.640373,2.258156,0.664451,0.601639,74,46,74,44,0.570712,0.225019
4,9,0.813811,2.903340,0.884903,0.666159,81,39,80,34,0.630201,0.146492
4,10,0.670511,2.094095,0.688661,0.610875,92,28,84,27,0.708974,0.216918
4,11,0.881562,3.099072,0.976089,0.597979,90,30,87,30,0.705773,0.126808
4,12,0.926220,2.814149,0.944683,0.667745,112,8,112,8,0.877360,0.133209
4,13,1.055912,3.241759,1.067565,0.601435,117,3,115,3,0.928189,0.116564
4,14,1.013176,2.956990,1.016547,0.612014,119,1,117,1,0.944500,0.144548
4,15,1.075935,3.355621,1.080403,0.544153,119,1,115,1,0.947479,0.125996
4,16,1.036323,3.401650,1.040611,0.526055,119,1,111,1,0.955396,0.089287
4,17,1.069169,3.436991,1.069169,0.000000,120,0,116,0,0.966911,0.117690
4,18,0.928439,3.131426,0.928439,0.000000,120,0,110,0,0.965514,0.124263
4,19,0.989738,2.991305,0.989738,0.000000,120,0,116,0,0.978957,0.086446
4,20,1.039148,3.627283,1.039148,0.000000,120,0,103,0,0.969750,0.096988
4,21,0.858292,2.718231,0.858292,0.000000,120,0,111,0,0.974050,0.138574
4,22,0.950758,3.281085,0.950758,0.000000,120,0,114,0,0.978421,0.057260
4,23,0.930021,3.129544,0.930021,0.000000,120,0,104,0,0.978113,0.091849
4,24,0.744357,2.244862,0.744357,0.000000,120,0,110,0,0.986012,0.096402
4,25,0.883948,3.364509,0.883948,0.000000,120,0,111,0,0.981408,0.093634
4,26,1.048792,3.210912,1.048792,0.000000,120,0,112,0,0.990284,0.058416
4,27,1.230719,3.524615,1.230719,0.000000,120,0,116,0,0.982212,0.054545
4,28,1.161895,3.398608,1.161895,0.000000,120,0,114,0,0.991735,0.031774
4,29,0.914154,3.396349,0.914154,0.000000,120,0,90,0,0.987853,0.018930
4,30,1.057803,3.120121,1.057803,0.000000,120,0,111,0,0.990999,0.022979
4,31,1.019190,3.150737,1.019190,0.000000,120,0,115,0,0.992992,0.025572
4,32,1.025160,3.217331,1.025160,0.000000,120,0,112,0,0.988194,0.021838
4,33,0.980736,3.245571,0.980736,0.000000,120,0,106,0,0.994357,0.009623
4,34,0.909244,2.822944,0.909244,0.000000,120,0,93,0,0.992463,0.009662
4,35,0.956152,3.084352,0.956152,0.000000,120,0,107,0,0.994309,0.010888
4,36,1.295341,5.601084,1.295341,0.000000,120,0,118,0,0.997140,0.007418
4,37,0.895492,3.600210,0.895492,0.000000,120,0,99,0,0.994187,0.005018
4,38,1.146127,3.460590,1.146127,0.000000,120,0,106,0,0.995426,0.003403
4,39,1.199132,3.521693,1.199132,0.000000,120,0,117,0,0.995803,0.001213
4,40,1.127508,3.118626,1.127508,0.000000,120,0,115,0,0.997517,0.001684
4,41,0.992987,3.485919,0.992987,0.000000,120,0,112,0,0.998339,0.000802
4,42,1.081208,3.196540,1.081208,0.000000,120,0,118,0,0.997216,0.000857
4,43,0.980684,3.854797,0.980684,0.000000,120,0,118,0,0.997533,0.001291
4,44,0.901700,2.991543,0.901700,0.000000,120,0,113,0,0.999536,0.000895
4,45,1.077581,3.366879,1.077581,0.000000,120,0,115,0,0.998254,0.000764
4,46,1.017854,2.635625,1.017854,0.000000,120,0,115,0,0.999043,0.000421
4,47,0.986014,3.352059,0.986014,0.000000,120,0,113,0,0.998415,0.000286
4,48,1.259690,3.543509,1.259690,0.000000,120,0,116,0,0.998923,0.000205
4,49,1.166274,3.479927,1.166274,0.000000,120,0,116,0,0.999142,0.000341
