replica,gen,avg_fit,max_fit,normal_fit,zombie_fit,normal_n,zombie_n,normal_alive,zombie_alive,avg_gap,avg_viability
0,0,0.530833,1.137370,0.521197,0.539847,58,62,58,62,0.430315,0.278109
0,1,0.560807,0.985835,0.584072,0.547338,44,76,44,76,0.331665,0.299500
0,2,0.593970,0.982445,0.606811,0.578796,65,55,65,55,0.488725,0.264080
0,3,0.687497,2.060876,0.698624,0.666832,78,42,78,42,0.584305,0.243496
0,4,0.668195,2.708893,0.699690,0.591706,85,35,85,35,0.639476,0.277153
0,5,0.719938,1.894650,0.723321,0.697945,104,16,104,16,0.780690,0.236108
0,6,0.731831,1.342006,0.736104,0.707617,102,18,102,18,0.769598,0.214498
0,7,0.807014,1.172693,0.821906,0.684447,107,13,107,13,0.806203,0.161594
0,8,0.727312,1.322096,0.704277,1.099166,113,7,113,7,0.867893,0.213990
0,9,0.757022,2.026547,0.688144,1.081736,99,21,99,21,0.771040,0.211935
0,10,0.808009,2.773165,0.683657,0.976251,69,51,69,51,0.536349,0.201626
0,11,0.967806,3.077010,0.729683,1.176163,56,64,56,64,0.436098,0.146535
0,12,1.262570,3.728252,0.767933,1.474557,36,84,36,84,0.281859,0.103733
0,13,1.469944,3.603567,0.767318,1.500493,5,115,5,115,0.040105,0.087823
0,14,1.528802,3.651296,0.504934,1.537406,1,119,1,119,0.008178,0.095089
0,15,1.493901,3.674845,0.504460,1.502215,1,119,1,119,0.008333,0.086935
0,16,1.333373,3.844070,0.000000,1.333373,0,120,0,120,0.000000,0.146126
0,17,1.386608,3.543862,0.000000,1.386608,0,120,0,120,0.000000,0.099054
0,18,1.556790,3.881384,0.000000,1.556790,0,120,0,120,0.000000,0.116077
0,19,1.553142,3.639916,0.000000,1.553142,0,120,0,120,0.000000,0.070556
0,20,1.200847,3.599816,0.000000,1.200847,0,120,0,120,0.000000,0.059354
0,21,1.243878,3.620137,0.000000,1.243878,0,120,0,120,0.000000,0.079082
0,22,1.279560,3.552755,0.000000,1.279560,0,120,0,120,0.000000,0.040638
0,23,1.294911,3.867584,0.000000,1.294911,0,120,0,120,0.000000,0.081656
0,24,1.132205,3.476213,0.000000,1.132205,0,120,0,120,0.000000,0.107081
0,25,1.502624,3.593027,0.000000,1.502624,0,120,0,120,0.000000,0.042791
0,26,1.437981,3.702745,0.000000,1.437981,0,120,0,120,0.000000,0.072063
0,27,1.329232,3.616116,0.000000,1.329232,0,120,0,120,0.000000,0.044850
0,28,1.426881,4.620064,0.000000,1.426881,0,120,0,120,0.000000,0.091817
0,29,1.308032,3.472079,0.000000,1.308032,0,120,0,120,0.000000,0.029942
0,30,1.347477,3.666999,0.000000,1.347477,0,120,0,120,0.000000,0.049898
0,31,1.543309,3.682194,0.000000,1.543309,0,120,0,120,0.000000,0.020264
0,32,1.453248,3.693114,0.000000,1.453248,0,120,0,120,0.000000,0.027650
0,33,1.539335,3.644212,0.000000,1.539335,0,120,0,120,0.000000,0.021041
0,34,1.675908,3.669686,0.000000,1.675908,0,120,0,120,0.000000,0.008037
0,35,1.554426,3.533808,0.000000,1.554426,0,120,0,120,0.000000,0.011930
0,36,1.406362,3.568037,0.000000,1.406362,0,120,0,120,0.000000,0.003488
0,37,1.685107,3.540103,0.000000,1.685107,0,120,0,120,0.000000,0.005749
0,38,1.653390,3.677167,0.000000,1.653390,0,120,0,120,0.000000,0.004202
0,39,1.612049,3.509867,0.000000,1.612049,0,120,0,120,0.000000,0.001788
0,40,1.339759,3.519063,0.000000,1.339759,0,120,0,120,0.000000,0.002708
0,41,1.532997,3.592305,0.000000,1.532997,0,120,0,120,0.000000,0.001125
0,42,1.334977,3.420079,0.000000,1.334977,0,120,0,120,0.000000,0.000660
0,43,1.623112,3.532929,0.000000,1.623112,0,120,0,120,0.000000,0.000534
0,44,1.287005,3.422793,0.000000,1.287005,0,120,0,120,0.000000,0.000658
0,45,1.432492,3.560232,0.000000,1.432492,0,120,0,120,0.000000,0.000568
0,46,1.560884,3.468038,0.000000,1.560884,0,120,0,120,0.000000,0.000376
0,47,1.562786,3.410292,0.000000,1.562786,0,120,0,120,0.000000,0.000186
0,48,1.665585,3.526529,0.000000,1.665585,0,120,0,120,0.000000,0.000177
0,49,1.431580,3.599488,0.000000,1.431580,0,120,0,120,0.000000,0.000147
0,50,1.606397,3.692672,0.000000,1.606397,0,120,0,120,0.000000,0.000323
0,51,1.439360,3.619984,0.000000,1.439360,0,120,0,120,0.000000,0.000176
0,52,1.523627,3.696149,0.000000,1.523627,0,120,0,120,0.000000,0.000233
0,53,1.450537,3.446809,0.000000,1.450537,0,120,0,120,0.000000,0.000100
0,54,1.440635,3.465326,0.000000,1.440635,0,120,0,120,0.000000,0.000109
0,55,1.495179,3.436886,0.000000,1.495179,0,120,0,120,0.000000,0.000117
0,56,1.509173,3.473116,0.000000,1.509173,0,120,0,120,0.000000,0.000109
0,57,1.394025,3.060050,0.000000,1.394025,0,120,0,120,0.000000,0.000066
0,58,1.503685,3.362336,0.000000,1.503685,0,120,0,120,0.000000,0.000050
0,59,1.580456,3.317094,0.000000,1.580456,0,120,0,120,0.000000,0.000036
0,60,1.443600,3.232034,0.000000,1.443600,0,120,0,120,0.000000,0.000043
0,61,1.253938,3.340037,0.000000,1.253938,0,120,0,120,0.000000,0.000050
0,62,1.382796,3.372306,0.000000,1.382796,0,120,0,120,0.000000,0.000026
0,63,1.229593,3.126892,0.000000,1.229593,0,120,0,120,0.000000,0.000018
0,64,1.470016,3.364144,0.000000,1.470016,0,120,0,120,0.000000,0.000040
0,65,1.395978,3.262818,0.000000,1.395978,0,120,0,120,0.000000,0.000020
0,66,1.325228,3.322532,0.000000,1.325228,0,120,0,120,0.000000,0.000011
0,67,1.327245,3.148048,0.000000,1.327245,0,120,0,120,0.000000,0.000019
0,68,1.324606,3.541240,0.000000,1.324606,0,120,0,120,0.000000,0.000020
0,69,1.352315,3.294114,0.000000,1.352315,0,120,0,120,0.000000,0.000012
1,0,0.572267,3.352154,0.549999,0.599483,66,54,66,54,0.484073,0.274087
